"HolderAddress","Balance","PendingBalanceUpdate"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x00000000751edf02c727ea9d0c1c8e64f169e343","1E-18","No"
"0x00000000cd47aa64daf64f5144b0d7885754374c","1E-18","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x000000917de6037d52b1f0a306eecd208405f7cd","1E-18","No"
"0x000006eee6e39015cb523aebdd4d0b1855aba682","227.963993175434","No"
"0x000158e60c393b51fdfac71b14ce70b70148c326","248.130608508398","No"
"0x000206732258d7511fa624127228e6a032718e62","5404.0116521263","No"
"0x0009af4fc4318de8b959a5e8c0f622e297929417","301.359108460438","No"
"0x000b79f52356189c80a9d3ada3911d4438218516","102.371220978632","No"
"0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e","24.3280988866301","No"
"0x002282abedffc3463e35a6f5746b446f3b60d67d","524.215778092486","No"
"0x0023d9ffe7d793895c5da5833d56c737832ead2b","1467.11659787912","No"
"0x0023e7c7886e8650ba5677f44e0da116146c4e4e","1591.38093966618","No"
"0x002a2e668bd9fd7d4aa5783bd6dbd4d5017b2e12","0.01","No"
"0x002c310ea1aa9c4ceeb7d4657394a1ad89bacccb","0.01","No"
"0x004a755ac7de031ef8bbf888886ee0cef937766c","0.01","No"
"0x004c350cd1ab72ea28cd6c47935b5bb31f64a928","503.219125371955","No"
"0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9","325.090292850099","No"
"0x005b0743d8b2ed646499dc48b64b95e71b8afa43","194.627506656051","No"
"0x0062fb72d128699a70afdad4b7bafb2cde128913","1993.50991471837","No"
"0x006f55a2a2b756f81940d0ffead21556948e5c89","186.396190603154","No"
"0x00744dbb48a795d14ec1e5e2a7e54fec75057c2f","19.5935565040823","No"
"0x007a22b3ffe5931a53e14cb3832ced49e45cc316","218.72061725975","No"
"0x00854ae0458db1edc29ef6699fd971453bf77686","0.01","No"
"0x0086360bd0e9388957945f138c23dc681dba233e","19.5871643490773","No"
"0x008fc03ab38dbab52829e6a7c25969b14c0a14e3","0.01","No"
"0x00a1b616a61227c00923a845700a16e095348b14","152.781277713745","No"
"0x00afc7169860932ad7181cb82b795067850b3ef1","642.527407229364","No"
"0x00aff6d5bcd342a3fc51419997b13b8ee0f75bcb","163.352401922567","No"
"0x00b3029753e32f3c77fc9649b5499f525a0ebcda","0.01","No"
"0x00b40586d78009c79e8af77fbefb3574d9f25bd3","81.3126659143652","No"
"0x00bcb8767ad738d16c2ae34f5313e4b517f736e0","0.01","No"
"0x00c67d9d6d3d13b42a87424e145826c467cccd84","3.21027014927696","No"
"0x00c9b4fa75eea8b64cf13f07923c432f62cade68","0.0747198078174088","No"
"0x00cb2fa2a481d62230ec1cf3b1315656e18b60c0","0.01","No"
"0x00d2e45938811353506a12cb7a0bde2a50e0947b","12.4008251496803","No"
"0x00d7075bd0a80593a587ff7424b19ba49cbf845c","0.01","No"
"0x00efa53976da6b4e0534803b57e97d19cc3e675a","22.7607775831518","No"
"0x00fbef9f0f9b0b6421c264a2020f14bca80291ca","26020.5677527604","No"
"0x00fef57b2b4db8ff72114b10a88487c7ebee2db1","13.7233638095795","No"
"0x01039fdd4d2cec94e3625e3962e817ea8f51a2a8","4265.74875362424","No"
"0x01222a114552e89e4c548170f8c1f4d5460d255a","150.917031060461","No"
"0x0127a4df9ed11552e128d09f8c5685e1b534221b","79.108475808949","No"
"0x0132cef602920482c0b488de0edadff74df17c88","2344.52123958261","No"
"0x013e5accf6ccca896e730027fd4e3d5ed8e8dbb1","1021.6505269419","No"
"0x0142e4d48edcc2004f051badd69e64c110769244","1.65820350523278","No"
"0x0154d25120ed20a516fe43991702e7463c5a6f6e","16344.1737516577","No"
"0x0156ff30a13abbe641cb17f33967eb67feafeb4e","733.838581429381","No"
"0x0159dfc1c745dc4b10d42d2592335120f1f2d778","155.348950152344","No"
"0x0167767e7ffabd6e9fe1f958535bf296622d4b21","13.5999655896657","No"
"0x0167d6cac39483499f0898a59b26c13854db5c15","0.01","No"
"0x016e6b9be7f5db5d4d7399a2b41c6d010b8fc43d","152.288916568697","No"
"0x0170b161d69e02e5817bc1e75e40e484588486f6","26.9768591701262","No"
"0x01a0f8f364c2fec07cfcdebd2980da3f950d0410","17.6882296359951","No"
"0x01b4001e7e6c1caf3ca67a5ad86f40e1f421efca","12.1320759107401","No"
"0x01c2823592b82a6bb9314c0512cd9c26105c35a8","124.968602929356","No"
"0x01c7b3b2be439441e3cc8644b64b664d5e4e997f","4.61947333014175","No"
"0x01de6c2f8af4a28128417efc530a79e9a0fe997e","392.366286286083","No"
"0x01e03d85235217c65078a25c7ff8ec933ae319a6","793.636336781161","No"
"0x01f358337e7606e6ee45146bc70926ae3cec6258","0.01","No"
"0x0202ed9ff0d505f9b064a610199a001cef9977bd","0.920328931322485","No"
"0x02085e17ec3530a702e9a15154e1d1b4a53f8352","0.0138092352546731","No"
"0x020891d1e23ab9a8a5cdc6def299761c5aee0b22","121.330760041825","No"
"0x02150204ce66b70a6d33e07b2e40956ea8d1d2a3","42.7517370913126","No"
"0x0229103142e4fc62f65bbbb3f3fefdb1e3219d59","2723.19799821699","No"
"0x0229a3d4fab214ac8ae4fe6a5bb1b7279592ac9d","164.618576622612","No"
"0x023011820b7ff68899907bb266567c04930cd4da","3872.85533669435","No"
"0x02311217af510656389c638f8e5617b78fb1d066","0.01","No"
"0x0234c1078a77d5c41c338ce2178f3598d589aeac","96.3084071905666","No"
"0x023d398273a818783644433204994863e18e5f66","165.868720885396","No"
"0x024faa4769db244e540c3216e21b0f2dcd791de0","0.01","No"
"0x02513172d43b5ff09bbabdd478cf52d34c42b723","0.01","No"
"0x0258a970f0e4e0e63b9328428894dd3a9d607e0c","7.11262043919E-07","No"
"0x02599027d919ba502a80a8fec2f4fcf902ccb81f","0.01","No"
"0x025d28a30a475291b3afbbea3a65a7145e756f1a","45.7189825954809","No"
"0x025f7cb6bdb8cd6ed126e1cb2efe2fc3539602b8","214.835644978825","No"
"0x026f60f1b29eea84a8c02ec14f2edcb3369a8c7a","4.4414281724827","No"
"0x026fd30023d9199450883b3c7f82b7c9ebbeb2f7","22.1375792229353","No"
"0x028bacf4831f55ab7285bb117b7abc21c9e929ba","0.01","No"
"0x02948dc62cc75c04aec267e8c6a777dce58c58a3","76.8883439951497","No"
"0x02970c31a80f7c4b022cd30c6f9e6c1c5b6e5ef4","1642.45737481224","No"
"0x029c10ad53a664831c7de471dd45bc3997e23c2c","88.8886160056555","No"
"0x02aa0b826c7ba6386ddbe04c0a8715a1c0a16b24","568.242378550851","No"
